,clust_to_rv,gene_name,ortho,cog,product,refseq,count,score,name_to_rv,pan
Cluster 8825,0,0,0,0,FIG00820095: hypothetical protein,None,1365,0.0,0,Acces
Cluster 8826,0,0,0,0,FIG00823201: hypothetical protein,None,1357,0.0,0,Acces
Cluster 8827,0,0,0,0,FIG00825978: hypothetical protein,None,1594,0.0,0,Core
Cluster 8828,Rv2530A,vapB39,83332.Rv2530A,S,FIG00820351: hypothetical protein,Z578_03623,1595,144.9,0,Core
Cluster 8829,0,0,0,0,FIG00823154: hypothetical protein,None,1584,0.0,0,Acces
Cluster 883,0,0,0,0,hypothetical protein,None,3,0.0,0,Uniq
Cluster 8830,0,0,0,0,hypothetical protein,None,44,0.0,0,Acces
Cluster 8831,0,0,0,0,hypothetical protein,None,15,0.0,0,Acces
Cluster 8832,0,0,0,0,Novel Xylose regulator from LacI family,None,7,0.0,0,Acces
Cluster 8833,0,0,0,0,hypothetical protein,None,2,0.0,0,Uniq
Cluster 8834,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 8835,0,0,0,0,Methyltransferase domain,None,2,0.0,0,Uniq
Cluster 8836,0,0,0,0,hypothetical protein,None,3,0.0,0,Uniq
Cluster 8837,0,0,0,0,Cobalamin synthase (EC 2.7.8.26),AM95_01357,1,0.0,0,Uniq
Cluster 8838,0,0,0,0,FIG00825170: hypothetical protein,None,1,0.0,0,Uniq
Cluster 8839,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 884,0,0,0,0,PE-PGRS family protein,P940_00848,256,0.0,0,Acces
Cluster 8840,0,0,0,0,hypothetical protein,None,3,0.0,0,Uniq
Cluster 8841,0,0,0,0,FIG00821263: hypothetical protein,None,2,0.0,0,Uniq
Cluster 8842,0,0,0,0,FIG00821263: hypothetical protein,None,1,0.0,0,Uniq
Cluster 8843,0,0,0,0,FIG00821263: hypothetical protein,None,2,0.0,0,Uniq
Cluster 8844,0,0,0,0,PPE family protein,None,1,0.0,0,Uniq
Cluster 8845,0,0,0,0,hypothetical protein,None,2,0.0,0,Uniq
Cluster 8846,0,0,0,0,Mobile element protein,X341_01478,1,0.0,0,Uniq
Cluster 8847,0,0,0,0,FIG00823395: hypothetical protein,None,1,0.0,0,Uniq
Cluster 8848,0,0,0,0,putative membrane protein,P440_00639,1,0.0,0,Uniq
Cluster 8849,0,0,0,0,hypothetical protein,None,9,0.0,0,Acces
Cluster 885,Rv1937,Rv1937,216594.MMAR_2865,C,"Monooxygenase, FAD- and [2Fe-2S]-containing component B",X126_02007,1593,1665.6,0,Core
Cluster 8850,0,0,0,0,PE-PGRS family protein,None,1,0.0,0,Uniq
Cluster 8851,0,0,0,0,Mobile element protein,X356_03651,1,0.0,0,Uniq
Cluster 8852,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 8853,0,0,0,0,14 kDa antigen (16 kDa antigen) (HSP 16.3),None,2,0.0,0,Uniq
Cluster 8854,0,0,0,0,PE-PGRS family protein,None,1,0.0,0,Uniq
Cluster 8855,0,0,0,0,Diacyglycerol O-acyltransferase (EC 2.3.1.20),None,1,0.0,0,Uniq
Cluster 8856,0,0,0,0,ATP-dependent DNA ligase (EC 6.5.1.1),None,6,0.0,0,Acces
Cluster 8857,0,0,0,0,PROBABLE CONSERVED TRANSMEMBRANE ALANINE AND LEUCINE RICH PROTEIN,None,1,0.0,0,Uniq
Cluster 8858,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 8859,0,0,0,0,Putative glycosyl transferase,None,2,0.0,0,Uniq
Cluster 886,0,0,0,0,PE-PGRS family protein,T593_00290,4,0.0,0,Uniq
Cluster 8860,0,0,0,0,hypothetical protein,None,1588,0.0,0,Acces
Cluster 8861,0,0,0,0,Antitoxin 1,Z578_01126,1594,0.0,0,Core
Cluster 8862,Rv2493,vapB38,83332.Rv2493,S,FIG00823232: hypothetical protein,Z578_02266,1594,143.0,0,Core
Cluster 8863,0,0,0,0,FIG00828683: hypothetical protein,None,1378,0.0,0,Acces
Cluster 8864,Rv0611c,Rv0611c,557599.MkanA1_010100008673,S,hypothetical protein,Z578_02966,1592,131.9,0,Core
Cluster 8865,Rv0300,vapB2,83332.Rv0300,K,FIG00821978: hypothetical protein,Z578_03198,1575,141.3,0,Acces
Cluster 8866,Rv1584c,Rv1584c,557599.MkanA1_010100024850,S,Putative phiRv1 phage protein,Z578_03458,536,106.4,0,Acces
Cluster 8867,0,CYSK,419947.MRA_2354,E,Cysteine synthase (EC 2.5.1.47),None,138,102.5,0,Acces
Cluster 8868,0,0,0,0,Mobile element protein,None,1,0.0,0,Uniq
Cluster 8869,0,0,0,0,hypothetical protein,None,17,0.0,0,Acces
Cluster 887,0,0,0,0,PE family protein,N101_01560,1,0.0,0,Uniq
Cluster 8870,0,0,0,0,FIG00820380: hypothetical protein,P958_00332,2,0.0,0,Uniq
Cluster 8871,0,0,0,0,FIG00823410: hypothetical protein,None,1442,0.0,0,Acces
Cluster 8872,0,0,0,0,FIG00820705: hypothetical protein,None,1,0.0,0,Uniq
Cluster 8873,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 8874,0,0,0,0,PE-PGRS family protein,None,1,0.0,0,Uniq
Cluster 8875,0,0,0,0,hypothetical protein,None,5,0.0,0,Acces
Cluster 8876,0,0,0,0,Acyl-CoA dehydrogenase,None,2,0.0,0,Uniq
Cluster 8877,0,0,0,0,hypothetical protein,N068_00731,11,0.0,0,Acces
Cluster 8878,0,0,0,0,Acetate kinase (EC 2.7.2.1),T581_00304,1,0.0,0,Uniq
Cluster 8879,0,0,0,0,FIG069748: Hypothetical protein,None,1593,0.0,0,Core
Cluster 888,0,0,0,0,PE-PGRS family protein,P466_03540,1,0.0,0,Uniq
Cluster 8880,0,0,0,0,Erythromycin esterase homolog,Z570_03955,1,0.0,0,Uniq
Cluster 8881,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 8882,0,0,0,0,FIG00824469: hypothetical protein,None,760,0.0,0,Acces
Cluster 8883,0,0,0,0,PE-PGRS family protein,None,1,0.0,0,Uniq
Cluster 8884,0,0,0,0,PPE family protein,None,2,0.0,0,Uniq
Cluster 8885,0,0,0,0,hypothetical protein,None,3,0.0,0,Uniq
Cluster 8886,0,0,0,0,Possible secreted protein,P941_01266,1,0.0,0,Uniq
Cluster 8887,0,0,0,0,FIG00825588: hypothetical protein,None,1506,0.0,0,Acces
Cluster 8888,0,0,0,0,PE-PGRS family protein,None,1,0.0,0,Uniq
Cluster 8889,0,0,0,0,Mobile element protein,None,1,0.0,0,Uniq
Cluster 889,Rv1146,mmpL13b,557599.MkanA1_010100024400,H,Integral membrane protein,W029_02878,1595,1348.9,0,Core
Cluster 8890,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 8891,0,0,0,0,PE-PGRS family protein,None,1,0.0,0,Uniq
Cluster 8892,0,0,0,0,"Proline and alanine rich protein EspK, component of Type VII secretion system ESX-1",None,3,0.0,0,Uniq
Cluster 8893,0,0,0,0,FIG00825170: hypothetical protein,None,1,0.0,0,Uniq
Cluster 8894,0,0,0,0,PPE family protein,None,1,0.0,0,Uniq
Cluster 8895,0,0,0,0,Ribonucleotide reduction protein NrdI,None,1,0.0,0,Uniq
Cluster 8896,0,0,0,0,FIG00825170: hypothetical protein,AN59_01350,1,0.0,0,Uniq
Cluster 8897,0,0,0,0,hypothetical protein,V740_02070,1,0.0,0,Uniq
Cluster 8898,0,0,0,0,FIG00823358: hypothetical protein,Z578_01166,1595,0.0,0,Core
Cluster 8899,Rv1893,Rv1893,0,0,hypothetical protein,Z578_01403,1593,0.0,0,Core
Cluster 89,0,0,0,0,PE-PGRS family protein,X317_02980,4,0.0,0,Uniq
Cluster 890,Rv3729,Rv3729,83332.Rv3729,S,MoaA/NifB/PqqE family protein MJ0619,W029_03415,1595,1790.0,0,Core
Cluster 8900,0,0,0,0,FIG00821726: hypothetical protein,None,333,0.0,0,Acces
Cluster 8901,0,0,0,0,FIG00822338: hypothetical protein,None,1594,0.0,0,Core
Cluster 8902,0,0,0,0,FIG00824608: hypothetical protein,None,1580,0.0,0,Acces
Cluster 8903,Rv0572c,Rv0572c,0,0,FIG00822603: hypothetical protein,Z578_02925,1578,0.0,0,Acces
Cluster 8904,Rv1560,vapB11,419947.MRA_1572,K,FIG00821924: hypothetical protein,T594_00001,1593,153.4,0,Core
Cluster 8905,0,0,0,0,FIG00821445: hypothetical protein,None,773,0.0,0,Acces
Cluster 8906,0,YBAK,216594.MMAR_1332,S,Cys-tRNA(Pro) deacylase YbaK,W029_01843,801,70.2,0,Acces
Cluster 8907,Rv2401,Rv2401,0,0,hypothetical protein,BA31_03291,1288,0.0,0,Acces
Cluster 8908,0,0,0,0,FIG00822138: hypothetical protein,None,1579,0.0,0,Acces
Cluster 8909,0,0,0,0,FIG00831612: hypothetical protein,None,145,0.0,0,Acces
Cluster 891,0,0,0,0,PE-PGRS family protein,T601_02147,1,0.0,0,Uniq
Cluster 8910,0,0,0,0,hypothetical protein,None,6,0.0,0,Acces
Cluster 8911,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 8912,0,0,0,0,hypothetical protein,None,5,0.0,0,Acces
Cluster 8913,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 8914,0,0,0,0,"transcriptional regulator, AfsR/DnrI/RedD family",V939_03166,115,0.0,0,Acces
Cluster 8915,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 8916,0,0,0,0,FIG00820306: hypothetical protein,None,13,0.0,0,Acces
Cluster 8917,0,0,0,0,Glucose-1-phosphate adenylyltransferase (EC 2.7.7.27),None,2,0.0,0,Uniq
Cluster 8918,0,0,0,0,hypothetical protein,None,14,0.0,0,Acces
Cluster 8919,0,0,0,0,Oxidoreductase,None,2,0.0,0,Uniq
Cluster 892,0,0,0,0,PPE family protein,AN73_01617,1,0.0,0,Uniq
Cluster 8920,0,0,0,0,hypothetical protein,None,6,0.0,0,Acces
Cluster 8921,0,0,0,0,FIG00822138: hypothetical protein,None,1,0.0,0,Uniq
Cluster 8922,0,0,0,0,FIG00820436: hypothetical protein,None,53,0.0,0,Acces
Cluster 8923,0,0,0,0,POSSIBLE GLUTAREDOXIN PROTEIN,AO98_01568,1,0.0,0,Uniq
Cluster 8924,0,0,0,0,hypothetical protein,None,9,0.0,0,Acces
Cluster 8925,0,0,0,0,"GDP-mannose 4,6-dehydratase (EC 4.2.1.47)",None,2,0.0,0,Uniq
Cluster 8926,0,0,0,0,FIG00825710: hypothetical protein,None,1,0.0,0,Uniq
Cluster 8927,0,0,0,0,Molybdopterin synthase catalytic subunit MoaE (EC 2.8.1.12),None,1,0.0,0,Uniq
Cluster 8928,0,0,0,0,PPE family protein,None,1,0.0,0,Uniq
Cluster 8929,0,0,0,0,FIG00821263: hypothetical protein,None,1,0.0,0,Uniq
Cluster 893,Rv0006,gyrA,557599.MkanA1_010100022465,L,DNA gyrase subunit A (EC 5.99.1.3),Z578_01819,1595,1716.4,0,Core
Cluster 8930,0,0,0,0,"Transcriptional regulator, LysR family",None,3,0.0,0,Uniq
Cluster 8931,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 8932,0,0,0,0,PE-PGRS family protein,None,1,0.0,0,Uniq
Cluster 8933,0,0,0,0,CDP-diacylglycerol pyrophosphatase (EC 3.6.1.26),None,1,0.0,0,Uniq
Cluster 8934,0,0,0,0,"13E12 repeat family protein, HNH endonuclease domain",None,1,0.0,0,Uniq
Cluster 8935,0,0,0,0,hypothetical protein,None,3,0.0,0,Uniq
Cluster 8936,0,BFD,419947.MtubH3_010100020948,S,hypothetical protein,None,1439,143.3,0,Acces
Cluster 8937,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 8938,0,0,0,0,Mobile element protein,None,1,0.0,0,Uniq
Cluster 8939,0,0,0,0,FIG00825170: hypothetical protein,None,1,0.0,0,Uniq
Cluster 894,Rv0252,nirB,419947.MRA_0261,C,Nitrite reductase [NAD(P)H] large subunit (EC 1.7.1.4),Z578_00463,1593,1878.0,0,Core
Cluster 8940,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 8941,0,0,0,0,PE family protein,None,1,0.0,0,Uniq
Cluster 8942,Rv3751,Rv3751,640132.Srot_1104,L,Integrase,Z578_00247,1594,70.6,0,Core
Cluster 8943,Rv2111c,pup,710685.MycrhN_5105,O,Prokaryotic ubiquitin-like protein Pup,Z578_02139,1595,113.3,0,Core
Cluster 8944,0,0,0,0,FIG00823257: hypothetical protein,Z578_02172,1595,0.0,0,Core
Cluster 8945,0,0,0,0,FIG00821489: hypothetical protein,None,1549,0.0,0,Acces
Cluster 8946,Rv2377c,mbtH,83332.Rv2377c,S,Protein MbtH,Z578_02616,1595,159.7,0,Core
Cluster 8947,0,0,0,0,FIG00820713: hypothetical protein,Z578_02636,1594,0.0,0,Core
Cluster 8948,Rv0379,secE2,83332.Rv0379,S,Preprotein translocase subunit SecE2,Z578_02785,1594,141.5,0,Core
Cluster 8949,Rv0581,vapB26,0,0,FIG00820371: hypothetical protein,Z578_02934,1593,0.0,0,Core
Cluster 895,0,0,0,0,PE-PGRS family protein,X146_03538,3,0.0,0,Uniq
Cluster 8950,0,HYPB,557599.MkanA1_010100019361,"['K', 'O']",[NiFe] hydrogenase nickel incorporation-associated protein HypB,Z578_03325,1595,108.7,0,Core
Cluster 8951,Rv1765A,Rv1765A,281090.Lxx17210,L,Mobile element protein,Z578_03794,1577,83.7,0,Acces
Cluster 8952,0,0,0,0,FIG00821835: hypothetical protein,None,421,0.0,0,Acces
Cluster 8953,0,0,0,0,hypothetical protein,None,855,0.0,0,Acces
Cluster 8954,0,0,0,0,Antitoxin HigA,X074_03330,2,0.0,0,Uniq
Cluster 8955,0,0,0,0,FIG00825170: hypothetical protein,X438_02108,1,0.0,0,Uniq
Cluster 8956,0,0,0,0,FIG00822816: hypothetical protein,None,186,0.0,0,Acces
Cluster 8957,0,0,0,0,hypothetical protein,None,27,0.0,0,Acces
Cluster 8958,0,0,0,0,PE-PGRS family protein,None,6,0.0,0,Acces
Cluster 8959,0,0,0,0,hypothetical protein,None,5,0.0,0,Acces
Cluster 896,Rv1969,mce3D,262316.MAP4087,S,MCE-family protein MceC,HKBT1_2063,1592,300.0,0,Core
Cluster 8960,0,0,0,0,hypothetical protein,X361_02359,2,0.0,0,Uniq
Cluster 8961,0,0,0,0,FIG00820553: hypothetical protein,None,9,0.0,0,Acces
Cluster 8962,0,0,0,0,FIG00824786: hypothetical protein,None,1147,0.0,0,Acces
Cluster 8963,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 8964,0,0,0,0,Resolvase,None,1,0.0,0,Uniq
Cluster 8965,0,0,0,0,Mobile element protein,None,4,0.0,0,Uniq
Cluster 8966,0,0,0,0,FIG00824674: hypothetical protein,AO95_04016,2,0.0,0,Uniq
Cluster 8967,0,0,0,0,Isocitrate lyase (EC 4.1.3.1),None,2,0.0,0,Uniq
Cluster 8968,0,0,0,0,D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4),None,4,0.0,0,Uniq
Cluster 8969,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 897,Rv1650,pheT,419947.MRA_1661,J,Phenylalanyl-tRNA synthetase beta chain (EC 6.1.1.20),Z578_00554,1594,1849.3,0,Core
Cluster 8970,0,0,0,0,hypothetical protein,None,2,0.0,0,Uniq
Cluster 8971,0,0,0,0,FIG00825170: hypothetical protein,None,1,0.0,0,Uniq
Cluster 8972,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 8973,0,0,0,0,hypothetical protein,FJ05194_2391,1,0.0,0,Uniq
Cluster 8974,0,0,0,0,hypothetical protein,None,2,0.0,0,Uniq
Cluster 8975,0,0,0,0,Alkaline ceramidase,None,1,0.0,0,Uniq
Cluster 8976,0,0,0,0,PPE family protein,None,1,0.0,0,Uniq
Cluster 8977,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 8978,0,0,0,0,hypothetical protein,None,345,0.0,0,Acces
Cluster 8979,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 898,Rv0746,PE_PGRS9,0,0,PE-PGRS family protein,P956_00429,667,0.0,0,Acces
Cluster 8980,Rv0755A,Rv0755A,262316.MAP0428,L,PUTATIVE TRANSPOSASE (FRAGMENT),Z555_03013,1584,78.0,0,Acces
Cluster 8981,0,0,0,0,Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46),K872_05978,1,0.0,0,Uniq
Cluster 8982,0,0,0,0,hypothetical protein,None,2,0.0,0,Uniq
Cluster 8983,0,0,0,0,Mobile element protein,W027_00302,1,0.0,0,Uniq
Cluster 8984,0,0,0,0,Proline iminopeptidase (EC 3.4.11.5),X405_01524,1,0.0,0,Uniq
Cluster 8985,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 8986,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 8987,0,0,0,0,FIG00824777: hypothetical protein,None,89,0.0,0,Acces
Cluster 8988,0,0,0,0,FIG00822853: hypothetical protein,None,799,0.0,0,Acces
Cluster 8989,0,MMAR_4458,216594.MMAR_4458,S,FIG00821068: hypothetical protein,None,1164,76.3,0,Acces
Cluster 899,0,0,0,0,hypothetical protein,None,92,0.0,0,Acces
Cluster 8990,0,0,0,0,FIG00822091: hypothetical protein,None,1284,0.0,0,Acces
Cluster 8991,Rv0634A,Rv0634A,0,0,hypothetical protein,Z578_02991,1591,0.0,0,Core
Cluster 8992,Rv1740,vapB34,246196.MSMEG_1283,K,FIG00820182: hypothetical protein,T594_00175,1593,96.9,0,Core
Cluster 8993,0,0,0,0,COG0028: Thiamine pyrophosphate-requiring enzymes,None,1592,0.0,0,Core
Cluster 8994,Rv3745c,Rv3745c,164757.Mjls_5338,S,hypothetical protein,BA31_01203,1588,103.2,0,Acces
Cluster 8995,0,MTUBH3_010100017985,419947.MtubH3_010100017985,L,Mobile element protein,None,67,77.3,0,Acces
Cluster 8996,0,0,0,0,Putative DNA-binding protein,AN87_02989,182,0.0,0,Acces
Cluster 8997,0,0,0,0,Mobile element protein,None,2,0.0,0,Uniq
Cluster 8998,0,0,0,0,hypothetical protein,None,3,0.0,0,Uniq
Cluster 8999,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 9,Rv3350c,PPE56,419947.MRA_3390,N,PPE family protein,None,1540,5347.1,0,Acces
Cluster 90,0,0,0,0,PE-PGRS family protein,W083_03837,120,0.0,0,Acces
Cluster 900,0,0,0,0,PE-PGRS family protein,P441_00780,14,0.0,0,Acces
Cluster 9000,0,0,0,0,FIG00823768: hypothetical protein,None,7,0.0,0,Acces
Cluster 9001,0,0,0,0,hypothetical protein,None,8,0.0,0,Acces
Cluster 9002,0,0,0,0,hypothetical protein,None,7,0.0,0,Acces
Cluster 9003,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 9004,0,0,0,0,PxORF73 peptide,None,1,0.0,0,Uniq
Cluster 9005,0,0,0,0,FIG00821990: molecular chaperone,None,5,0.0,0,Acces
Cluster 9006,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 9007,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 9008,0,0,0,0,hypothetical protein,None,6,0.0,0,Acces
Cluster 9009,0,0,0,0,hypothetical protein,None,2,0.0,0,Uniq
Cluster 901,0,0,0,0,PE-PGRS family protein,AN83_00791,1,0.0,0,Uniq
Cluster 9010,0,MMAR_1484,216594.MMAR_1484,S,PPE family protein,T574_02463,11,62.7,0,Acces
Cluster 9011,0,0,0,0,hypothetical protein Rv0185,None,1,0.0,0,Uniq
Cluster 9012,0,0,0,0,Dihydrolipoamide dehydrogenase (EC 1.8.1.4),None,1,0.0,0,Uniq
Cluster 9013,0,0,0,0,Transposase IS3/IS911,None,1,0.0,0,Uniq
Cluster 9014,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 9015,0,0,0,0,Transcriptional regulatory protein glnR,None,1,0.0,0,Uniq
Cluster 9016,0,0,0,0,23S rRNA (cytidine(1920)-2'-O)-methyltransferase (EC 2.1.1.226) @ 16S rRNA (cytidine(1409)-2'-O)-methyltransferase (EC 2.1.1.227),None,1,0.0,0,Uniq
Cluster 9017,0,0,0,0,hypothetical protein,None,4,0.0,0,Uniq
Cluster 9018,0,0,0,0,PE-PGRS family protein,None,1,0.0,0,Uniq
Cluster 9019,0,0,0,0,Molybdopterin synthase catalytic subunit MoaE (EC 2.8.1.12),None,3,0.0,0,Uniq
Cluster 902,0,0,0,0,PE-PGRS family protein,AN19_03726,1,0.0,0,Uniq
Cluster 9020,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 9021,0,0,0,0,FIG027348: hypothetical protein,None,2,0.0,0,Uniq
Cluster 9022,0,0,0,0,PPE family protein,None,1,0.0,0,Uniq
Cluster 9023,0,0,0,0,ESAT-6-like protein EsxL,W084_02935,1,0.0,0,Uniq
Cluster 9024,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 9025,Rv2304c,Rv2304c,0,0,FIG00820486: hypothetical protein,Z578_00799,1586,0.0,0,Acces
Cluster 9026,0,0,0,0,FIG00823950: hypothetical protein,None,1593,0.0,0,Core
Cluster 9027,0,0,0,0,hypothetical protein,Z578_02626,1595,0.0,0,Core
Cluster 9028,0,MMAR_4497,216594.MMAR_4497,S,FIG00821497: hypothetical protein,None,1595,86.7,0,Core
Cluster 9029,0,MYCRHN_3567,710685.MycrhN_3567,S,hypothetical protein,None,1595,83.1,0,Core
Cluster 903,Rv2353c,PPE39,419947.MRA_0364,N,PPE family protein,X154_02064,240,1286.4,0,Acces
Cluster 9030,0,0,0,0,FIG00827404: hypothetical protein,None,850,0.0,0,Acces
Cluster 9031,Rv2998,Rv2998,0,0,hypothetical protein Rv2998,X352_02890,482,0.0,0,Acces
Cluster 9032,0,0,0,0,Adenine phosphoribosyltransferase (EC 2.4.2.7),None,27,0.0,0,Acces
Cluster 9033,0,0,0,0,hypothetical protein,None,3,0.0,0,Uniq
Cluster 9034,0,0,0,0,hypothetical protein,AL16_03638,29,0.0,0,Acces
Cluster 9035,0,0,0,0,FIG00826744: hypothetical protein,None,4,0.0,0,Uniq
Cluster 9036,0,0,0,0,FIG00831380: hypothetical protein,None,15,0.0,0,Acces
Cluster 9037,0,0,0,0,hypothetical protein,None,6,0.0,0,Acces
Cluster 9038,0,0,0,0,hypothetical protein,None,2,0.0,0,Uniq
Cluster 9039,0,0,0,0,hypothetical protein,T612_01217,2,0.0,0,Uniq
Cluster 904,0,0,0,0,PE family protein,G067_04800,1,0.0,0,Uniq
Cluster 9040,0,0,0,0,FIG00820792: hypothetical protein,None,1564,0.0,0,Acces
Cluster 9041,0,0,0,0,FIG00821263: hypothetical protein,None,1,0.0,0,Uniq
Cluster 9042,0,0,0,0,Cytoplasmic membrane protein FsxA,None,2,0.0,0,Uniq
Cluster 9043,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 9044,0,0,0,0,hypothetical protein,J112_19140,1,0.0,0,Uniq
Cluster 9045,0,0,0,0,Diacyglycerol O-acyltransferase (EC 2.3.1.20),T581_01508,1,0.0,0,Uniq
Cluster 9046,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 9047,0,0,0,0,NADH dehydrogenase (EC 1.6.99.3),None,1,0.0,0,Uniq
Cluster 9048,0,0,0,0,PE family protein,AP59_03961,1,0.0,0,Uniq
Cluster 9049,0,0,0,0,hypothetical protein,None,65,0.0,0,Acces
Cluster 905,Rv1186c,Rv1186c,83332.Rv1186c,K,Regulator of polyketide synthase expression,AM85_00969,1594,1140.5,0,Core
Cluster 9050,0,0,0,0,PPE family protein,None,2,0.0,0,Uniq
Cluster 9051,0,0,0,0,Phosphopantetheine adenylyltransferase (EC 2.7.7.3),None,1,0.0,0,Uniq
Cluster 9052,0,0,0,0,PE-PGRS family protein,None,1589,0.0,0,Core
Cluster 9053,0,0,0,0,IncP-type oriT binding protein TraJ,None,1,0.0,0,Uniq
Cluster 9054,0,0,0,0,FIG00825170: hypothetical protein,None,2,0.0,0,Uniq
Cluster 9055,0,0,0,0,FIG00821345: hypothetical protein,None,1453,0.0,0,Acces
Cluster 9056,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 9057,0,0,0,0,hypothetical protein,None,4,0.0,0,Uniq
Cluster 9058,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 9059,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 906,0,0,0,0,PE-PGRS family protein,T579_02619,3,0.0,0,Uniq
Cluster 9060,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 9061,Rv0763c,Rv0763c,419947.MRA_0772,C,Ferredoxin,M943_03995,1592,151.9,0,Core
Cluster 9062,0,0,0,0,hypothetical protein,None,2,0.0,0,Uniq
Cluster 9063,0,0,0,0,Transcription regulator [contains diacylglycerol kinase catalytic domain],None,1,0.0,0,Uniq
Cluster 9064,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 9065,0,0,0,0,PE-PGRS family protein,None,1,0.0,0,Uniq
Cluster 9066,0,0,0,0,putative membrane protein,None,1,0.0,0,Uniq
Cluster 9067,0,MCOL_20896,1041522.MCOL_20896,S,FIG00823939: hypothetical protein,None,1562,68.8,0,Acces
Cluster 9068,Rv0416,thiS,557599.MkanA1_010100006195,H,Sulfur carrier protein ThiS,Z578_01450,1595,92.2,0,Core
Cluster 9069,0,0,0,0,hypothetical protein,None,1592,0.0,0,Core
Cluster 907,Rv0339c,Rv0339c,83332.Rv0339c,K,Long regulatory protein with LuxR domain,BA13_01079,1595,1727.3,0,Core
Cluster 9070,0,0,0,0,FIG00831360: hypothetical protein,None,1229,0.0,0,Acces
Cluster 9071,0,0,0,0,hypothetical protein,None,639,0.0,0,Acces
Cluster 9072,Rv3656c,Rv3656c,83332.Rv3656c,S,FIG043778: hypothetical protein,T594_03590,1594,123.1,0,Core
Cluster 9073,Rv1669,Rv1669,0,0,FIG00821328: hypothetical protein,AL82_01722,1394,0.0,0,Acces
Cluster 9074,0,0,0,0,hypothetical protein,None,166,0.0,0,Acces
Cluster 9075,0,0,0,0,FIG00823619: hypothetical protein,None,1575,0.0,0,Acces
Cluster 9076,0,0,0,0,unknown,None,1595,0.0,0,Core
Cluster 9077,0,0,0,0,FIG00827380: hypothetical protein,None,327,0.0,0,Acces
Cluster 9078,0,0,0,0,hypothetical protein,None,134,0.0,0,Acces
Cluster 9079,0,0,0,0,hypothetical protein,None,2,0.0,0,Uniq
Cluster 908,0,MRA_0364,419947.MRA_0364,N,PPE family protein,AO34_03361,416,461.5,0,Acces
Cluster 9080,0,0,0,0,hypothetical protein,None,4,0.0,0,Uniq
Cluster 9081,0,0,0,0,hypothetical protein,None,3,0.0,0,Uniq
Cluster 9082,0,0,0,0,PE-PGRS family protein,None,1,0.0,0,Uniq
Cluster 9083,0,0,0,0,hypothetical protein,None,5,0.0,0,Acces
Cluster 9084,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 9085,0,0,0,0,Hydroxylaminobenzene mutase hab,None,2,0.0,0,Uniq
Cluster 9086,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 9087,0,0,0,0,FIG041522: hypothetical protein,None,1,0.0,0,Uniq
Cluster 9088,0,0,0,0,FIG00820899: hypothetical protein,None,3,0.0,0,Uniq
Cluster 9089,0,0,0,0,FIG00821263: hypothetical protein,None,1,0.0,0,Uniq
